"","obs_error","rate_of_change","replicate","sim_fisher_min","sim_log_fisher_min","regime_shift_time"
"712",0.2,8e-04,712,471,385,357
"713",0.25,8e-04,713,473,474,357
"714",0.3,8e-04,714,474,473,357
"715",0,9e-04,715,423,352,318
"716",0.05,9e-04,716,424,352,318
"717",0.1,9e-04,717,423,353,318
"718",0.15,9e-04,718,424,350,318
"719",0.2,9e-04,719,420,352,318
"720",0.25,9e-04,720,377,349,318
"721",0.3,9e-04,721,422,347,318
"722",0,0.001,722,393,317,285
"723",0.05,0.001,723,394,317,285
"724",0.1,0.001,724,342,317,285
"725",0.15,0.001,725,342,317,285
"726",0.2,0.001,726,396,316,285
"727",0.25,0.001,727,342,317,285
"728",0.3,0.001,728,387,316,285
"729",0,0.0011,729,367,368,260
"730",0.05,0.0011,730,367,368,260
"731",0.1,0.0011,731,367,368,260
"732",0.15,0.0011,732,368,368,260
"733",0.2,0.0011,733,367,369,260
"734",0.25,0.0011,734,368,369,260
"735",0.3,0.0011,735,369,370,260
"736",0,0.0012,736,336,336,239
"737",0.05,0.0012,737,336,336,239
"738",0.1,0.0012,738,336,336,239
"739",0.15,0.0012,739,336,336,239
"740",0.2,0.0012,740,336,336,239
"741",0.25,0.0012,741,336,336,239
"742",0.3,0.0012,742,338,337,239
"743",0,0.0013,743,316,246,220
"744",0.05,0.0013,744,316,246,220
"745",0.1,0.0013,745,316,245,220
"746",0.15,0.0013,746,316,243,220
"747",0.2,0.0013,747,317,245,220
"748",0.25,0.0013,748,271,244,220
"749",0.3,0.0013,749,270,245,220
"750",0,0.0014,750,300,300,204
"751",0.05,0.0014,751,300,300,204
"752",0.1,0.0014,752,301,300,204
"753",0.15,0.0014,753,300,300,204
"754",0.2,0.0014,754,301,300,204
"755",0.25,0.0014,755,300,300,204
"756",0.3,0.0014,756,301,301,204
"757",0,0.0015,757,293,212,190
"758",0.05,0.0015,758,106,211,190
"759",0.1,0.0015,759,294,212,190
"760",0.15,0.0015,760,105,211,190
"761",0.2,0.0015,761,294,210,190
"762",0.25,0.0015,762,295,212,190
"763",0.3,0.0015,763,240,210,190
"764",0,0.0016,764,268,270,180
"765",0.05,0.0016,765,268,270,180
"766",0.1,0.0016,766,268,270,180
"767",0.15,0.0016,767,269,270,180
"768",0.2,0.0016,768,268,271,180
"769",0.25,0.0016,769,269,269,180
"770",0.3,0.0016,770,270,269,180
"771",0,6e-04,771,582,593,476
"772",0.05,6e-04,772,582,593,476
"773",0.1,6e-04,773,583,590,476
"774",0.15,6e-04,774,586,590,476
"775",0.2,6e-04,775,586,591,476
"776",0.25,6e-04,776,584,599,476
"777",0.3,6e-04,777,552,599,476
"778",0,7e-04,778,514,516,409
"779",0.05,7e-04,779,514,516,409
"780",0.1,7e-04,780,514,516,409
"781",0.15,7e-04,781,514,516,409
"782",0.2,7e-04,782,515,518,409
"783",0.25,7e-04,783,514,517,409
"784",0.3,7e-04,784,516,516,409
"785",0,8e-04,785,472,473,357
"786",0.05,8e-04,786,473,473,357
"787",0.1,8e-04,787,472,474,357
"788",0.15,8e-04,788,473,384,357
"789",0.2,8e-04,789,472,473,357
"790",0.25,8e-04,790,470,473,357
"791",0.3,8e-04,791,474,386,357
"792",0,9e-04,792,423,352,318
"793",0.05,9e-04,793,423,352,318
"794",0.1,9e-04,794,422,352,318
"795",0.15,9e-04,795,423,353,318
"796",0.2,9e-04,796,428,351,318
"797",0.25,9e-04,797,377,347,318
"798",0.3,9e-04,798,422,349,318
"799",0,0.001,799,393,317,285
"800",0.05,0.001,800,393,318,285
"801",0.1,0.001,801,342,317,285
"802",0.15,0.001,802,342,318,285
"803",0.2,0.001,803,396,314,285
"804",0.25,0.001,804,341,315,285
"805",0.3,0.001,805,342,316,285
"806",0,0.0011,806,367,368,260
"807",0.05,0.0011,807,367,368,260
"808",0.1,0.0011,808,367,368,260
"809",0.15,0.0011,809,367,369,260
"810",0.2,0.0011,810,144,369,260
"811",0.25,0.0011,811,367,369,260
"812",0.3,0.0011,812,371,369,260
"813",0,0.0012,813,336,336,239
"814",0.05,0.0012,814,336,336,239
"815",0.1,0.0012,815,336,336,239
"816",0.15,0.0012,816,336,336,239
"817",0.2,0.0012,817,337,336,239
"818",0.25,0.0012,818,337,337,239
"819",0.3,0.0012,819,336,335,239
"820",0,0.0013,820,316,246,220
"821",0.05,0.0013,821,316,246,220
"822",0.1,0.0013,822,270,246,220
"823",0.15,0.0013,823,316,247,220
"824",0.2,0.0013,824,270,246,220
"825",0.25,0.0013,825,316,244,220
"826",0.3,0.0013,826,317,243,220
"827",0,0.0014,827,300,300,204
"828",0.05,0.0014,828,300,300,204
"829",0.1,0.0014,829,300,300,204
"830",0.15,0.0014,830,300,300,204
"831",0.2,0.0014,831,301,301,204
"832",0.25,0.0014,832,303,301,204
"833",0.3,0.0014,833,301,301,204
"834",0,0.0015,834,293,212,190
"835",0.05,0.0015,835,106,212,190
"836",0.1,0.0015,836,293,211,190
"837",0.15,0.0015,837,104,212,190
"838",0.2,0.0015,838,295,211,190
"839",0.25,0.0015,839,239,298,190
"840",0.3,0.0015,840,240,211,190
"841",0,0.0016,841,268,270,180
"842",0.05,0.0016,842,268,269,180
"843",0.1,0.0016,843,268,270,180
"844",0.15,0.0016,844,269,270,180
"845",0.2,0.0016,845,268,269,180
"846",0.25,0.0016,846,268,269,180
"847",0.3,0.0016,847,271,273,180
"848",0,6e-04,848,582,593,476
"849",0.05,6e-04,849,582,593,476
"850",0.1,6e-04,850,582,592,476
"851",0.15,6e-04,851,583,590,476
"852",0.2,6e-04,852,586,588,476
"853",0.25,6e-04,853,582,595,476
"854",0.3,6e-04,854,584,596,476
"855",0,7e-04,855,514,516,409
"856",0.05,7e-04,856,514,516,409
"857",0.1,7e-04,857,515,517,409
"858",0.15,7e-04,858,514,516,409
"859",0.2,7e-04,859,514,517,409
"860",0.25,7e-04,860,515,519,409
"861",0.3,7e-04,861,514,518,409
"862",0,8e-04,862,472,473,357
"863",0.05,8e-04,863,472,474,357
"864",0.1,8e-04,864,472,474,357
"865",0.15,8e-04,865,473,473,357
"866",0.2,8e-04,866,472,474,357
"867",0.25,8e-04,867,473,475,357
"868",0.3,8e-04,868,474,385,357
"869",0,9e-04,869,423,352,318
"870",0.05,9e-04,870,424,352,318
"871",0.1,9e-04,871,423,353,318
"872",0.15,9e-04,872,420,353,318
"873",0.2,9e-04,873,377,352,318
"874",0.25,9e-04,874,417,352,318
"875",0.3,9e-04,875,377,351,318
"876",0,0.001,876,393,317,285
"877",0.05,0.001,877,393,317,285
"878",0.1,0.001,878,392,317,285
"879",0.15,0.001,879,394,317,285
"880",0.2,0.001,880,342,316,285
"881",0.25,0.001,881,342,315,285
"882",0.3,0.001,882,395,316,285
"883",0,0.0011,883,367,368,260
"884",0.05,0.0011,884,368,368,260
"885",0.1,0.0011,885,367,368,260
"886",0.15,0.0011,886,369,368,260
"887",0.2,0.0011,887,369,369,260
"888",0.25,0.0011,888,369,368,260
"889",0.3,0.0011,889,372,369,260
"890",0,0.0012,890,336,336,239
"891",0.05,0.0012,891,336,336,239
"892",0.1,0.0012,892,336,336,239
"893",0.15,0.0012,893,338,337,239
"894",0.2,0.0012,894,337,336,239
"895",0.25,0.0012,895,335,336,239
"896",0.3,0.0012,896,337,336,239
"897",0,0.0013,897,316,246,220
"898",0.05,0.0013,898,321,246,220
"899",0.1,0.0013,899,317,246,220
"900",0.15,0.0013,900,270,244,220
"901",0.2,0.0013,901,271,247,220
"902",0.25,0.0013,902,316,245,220
"903",0.3,0.0013,903,271,248,220
"904",0,0.0014,904,300,300,204
"905",0.05,0.0014,905,300,300,204
"906",0.1,0.0014,906,300,300,204
"907",0.15,0.0014,907,300,300,204
"908",0.2,0.0014,908,301,301,204
"909",0.25,0.0014,909,301,299,204
"910",0.3,0.0014,910,303,301,204
"911",0,0.0015,911,293,212,190
"912",0.05,0.0015,912,292,211,190
"913",0.1,0.0015,913,294,211,190
"914",0.15,0.0015,914,295,211,190
"915",0.2,0.0015,915,293,212,190
"916",0.25,0.0015,916,296,210,190
"917",0.3,0.0015,917,236,211,190
"918",0,0.0016,918,268,270,180
"919",0.05,0.0016,919,268,269,180
"920",0.1,0.0016,920,268,270,180
"921",0.15,0.0016,921,267,270,180
"922",0.2,0.0016,922,269,270,180
"923",0.25,0.0016,923,268,270,180
"924",0.3,0.0016,924,270,270,180
"925",0,6e-04,925,582,593,476
"926",0.05,6e-04,926,582,595,476
"927",0.1,6e-04,927,552,598,476
"928",0.15,6e-04,928,552,599,476
"929",0.2,6e-04,929,583,599,476
"930",0.25,6e-04,930,585,590,476
"931",0.3,6e-04,931,585,592,476
"932",0,7e-04,932,514,516,409
"933",0.05,7e-04,933,514,516,409
"934",0.1,7e-04,934,515,516,409
"935",0.15,7e-04,935,515,516,409
"936",0.2,7e-04,936,513,516,409
"937",0.25,7e-04,937,514,516,409
"938",0.3,7e-04,938,514,517,409
"939",0,8e-04,939,472,473,357
"940",0.05,8e-04,940,472,473,357
"941",0.1,8e-04,941,472,473,357
"942",0.15,8e-04,942,473,474,357
"943",0.2,8e-04,943,472,474,357
"944",0.25,8e-04,944,472,473,357
"945",0.3,8e-04,945,472,473,357
"946",0,9e-04,946,423,352,318
"947",0.05,9e-04,947,423,352,318
"948",0.1,9e-04,948,422,351,318
"949",0.15,9e-04,949,420,353,318
"950",0.2,9e-04,950,421,351,318
"951",0.25,9e-04,951,377,352,318
"952",0.3,9e-04,952,430,352,318
"953",0,0.001,953,393,317,285
"954",0.05,0.001,954,393,317,285
"955",0.1,0.001,955,342,317,285
"956",0.15,0.001,956,393,317,285
"957",0.2,0.001,957,342,317,285
"958",0.25,0.001,958,397,315,285
"959",0.3,0.001,959,398,315,285
"960",0,0.0011,960,367,368,260
"961",0.05,0.0011,961,367,368,260
"962",0.1,0.0011,962,368,368,260
"963",0.15,0.0011,963,368,368,260
"964",0.2,0.0011,964,366,368,260
"965",0.25,0.0011,965,368,369,260
"966",0.3,0.0011,966,374,369,260
"967",0,0.0012,967,336,336,239
"968",0.05,0.0012,968,336,336,239
"969",0.1,0.0012,969,336,336,239
"970",0.15,0.0012,970,336,335,239
"971",0.2,0.0012,971,339,336,239
"972",0.25,0.0012,972,336,336,239
"973",0.3,0.0012,973,336,336,239
"974",0,0.0013,974,316,246,220
"975",0.05,0.0013,975,320,245,220
"976",0.1,0.0013,976,316,246,220
"977",0.15,0.0013,977,271,247,220
"978",0.2,0.0013,978,315,246,220
"979",0.25,0.0013,979,271,247,220
"980",0.3,0.0013,980,316,247,220
"981",0,0.0014,981,300,300,204
"982",0.05,0.0014,982,300,300,204
"983",0.1,0.0014,983,300,300,204
"984",0.15,0.0014,984,301,300,204
"985",0.2,0.0014,985,301,300,204
"986",0.25,0.0014,986,300,301,204
"987",0.3,0.0014,987,302,301,204
"988",0,0.0015,988,293,212,190
"989",0.05,0.0015,989,293,211,190
"990",0.1,0.0015,990,104,211,190
"991",0.15,0.0015,991,236,211,190
"992",0.2,0.0015,992,239,212,190
"993",0.25,0.0015,993,103,210,190
"994",0.3,0.0015,994,108,209,190
"995",0,0.0016,995,268,270,180
"996",0.05,0.0016,996,268,269,180
"997",0.1,0.0016,997,269,271,180
"998",0.15,0.0016,998,268,270,180
"999",0.2,0.0016,999,268,270,180
"1000",0.25,0.0016,1000,271,271,180
"1001",0.3,0.0016,1001,271,272,180
"1002",0,6e-04,1002,582,593,476
"1003",0.05,6e-04,1003,583,592,476
"1004",0.1,6e-04,1004,582,594,476
"1005",0.15,6e-04,1005,552,595,476
"1006",0.2,6e-04,1006,583,595,476
"1007",0.25,6e-04,1007,581,595,476
"1008",0.3,6e-04,1008,583,593,476
"1009",0,7e-04,1009,514,516,409
"1010",0.05,7e-04,1010,515,516,409
"1011",0.1,7e-04,1011,515,516,409
"1012",0.15,7e-04,1012,516,516,409
"1013",0.2,7e-04,1013,515,516,409
"1014",0.25,7e-04,1014,514,517,409
"1015",0.3,7e-04,1015,514,517,409
"1016",0,8e-04,1016,472,473,357
"1017",0.05,8e-04,1017,472,473,357
"1018",0.1,8e-04,1018,472,474,357
"1019",0.15,8e-04,1019,472,474,357
"1020",0.2,8e-04,1020,472,473,357
"1021",0.25,8e-04,1021,476,388,357
"1022",0.3,8e-04,1022,480,474,357
"1023",0,9e-04,1023,423,352,318
"1024",0.05,9e-04,1024,423,353,318
"1025",0.1,9e-04,1025,424,353,318
"1026",0.15,9e-04,1026,420,351,318
"1027",0.2,9e-04,1027,419,353,318
"1028",0.25,9e-04,1028,377,352,318
"1029",0.3,9e-04,1029,376,350,318
"1030",0,0.001,1030,393,317,285
"1031",0.05,0.001,1031,393,317,285
"1032",0.1,0.001,1032,395,317,285
"1033",0.15,0.001,1033,342,317,285
"1034",0.2,0.001,1034,386,316,285
"1035",0.25,0.001,1035,341,316,285
"1036",0.3,0.001,1036,341,316,285
"1037",0,0.0011,1037,367,368,260
"1038",0.05,0.0011,1038,367,368,260
"1039",0.1,0.0011,1039,368,369,260
"1040",0.15,0.0011,1040,368,369,260
"1041",0.2,0.0011,1041,367,368,260
"1042",0.25,0.0011,1042,368,369,260
"1043",0.3,0.0011,1043,375,370,260
"1044",0,0.0012,1044,336,336,239
"1045",0.05,0.0012,1045,336,336,239
"1046",0.1,0.0012,1046,336,336,239
"1047",0.15,0.0012,1047,336,336,239
"1048",0.2,0.0012,1048,336,336,239
"1049",0.25,0.0012,1049,336,336,239
"1050",0.3,0.0012,1050,338,338,239
"1051",0,0.0013,1051,316,246,220
"1052",0.05,0.0013,1052,271,246,220
"1053",0.1,0.0013,1053,271,246,220
"1054",0.15,0.0013,1054,271,245,220
"1055",0.2,0.0013,1055,318,244,220
"1056",0.25,0.0013,1056,316,244,220
"1057",0.3,0.0013,1057,271,245,220
"1058",0,0.0014,1058,300,300,204
"1059",0.05,0.0014,1059,300,300,204
"1060",0.1,0.0014,1060,300,300,204
"1061",0.15,0.0014,1061,301,300,204
"1062",0.2,0.0014,1062,300,300,204
"1063",0.25,0.0014,1063,300,300,204
"1064",0.3,0.0014,1064,300,301,204
"1065",0,0.0015,1065,293,212,190
"1066",0.05,0.0015,1066,293,212,190
"1067",0.1,0.0015,1067,239,211,190
"1068",0.15,0.0015,1068,104,212,190
"1069",0.2,0.0015,1069,297,212,190
"1070",0.25,0.0015,1070,102,297,190
"1071",0.3,0.0015,1071,237,213,190
"1072",0,0.0016,1072,268,270,180
"1073",0.05,0.0016,1073,267,269,180
"1074",0.1,0.0016,1074,268,271,180
"1075",0.15,0.0016,1075,268,269,180
"1076",0.2,0.0016,1076,267,269,180
"1077",0.25,0.0016,1077,269,270,180
"1078",0.3,0.0016,1078,267,268,180
"1079",0,6e-04,1079,582,593,476
"1080",0.05,6e-04,1080,552,592,476
"1081",0.1,6e-04,1081,552,596,476
"1082",0.15,6e-04,1082,584,590,476
"1083",0.2,6e-04,1083,582,590,476
"1084",0.25,6e-04,1084,552,596,476
"1085",0.3,6e-04,1085,582,593,476
"1086",0,7e-04,1086,514,516,409
"1087",0.05,7e-04,1087,514,516,409
"1088",0.1,7e-04,1088,514,517,409
"1089",0.15,7e-04,1089,514,516,409
"1090",0.2,7e-04,1090,599,518,409
"1091",0.25,7e-04,1091,516,517,409
"1092",0.3,7e-04,1092,516,521,409
"1093",0,8e-04,1093,472,473,357
"1094",0.05,8e-04,1094,472,473,357
"1095",0.1,8e-04,1095,472,473,357
"1096",0.15,8e-04,1096,472,385,357
"1097",0.2,8e-04,1097,473,474,357
"1098",0.25,8e-04,1098,472,473,357
"1099",0.3,8e-04,1099,474,474,357
"1100",0,9e-04,1100,423,352,318
"1101",0.05,9e-04,1101,424,352,318
"1102",0.1,9e-04,1102,422,353,318
"1103",0.15,9e-04,1103,427,351,318
"1104",0.2,9e-04,1104,421,352,318
"1105",0.25,9e-04,1105,376,350,318
"1106",0.3,9e-04,1106,423,350,318
"1107",0,0.001,1107,393,317,285
"1108",0.05,0.001,1108,393,317,285
"1109",0.1,0.001,1109,342,317,285
"1110",0.15,0.001,1110,342,317,285
"1111",0.2,0.001,1111,342,317,285
"1112",0.25,0.001,1112,342,315,285
"1113",0.3,0.001,1113,342,318,285
"1114",0,0.0011,1114,367,368,260
"1115",0.05,0.0011,1115,367,368,260
"1116",0.1,0.0011,1116,368,368,260
"1117",0.15,0.0011,1117,368,368,260
"1118",0.2,0.0011,1118,369,369,260
"1119",0.25,0.0011,1119,366,369,260
"1120",0.3,0.0011,1120,373,369,260
"1121",0,0.0012,1121,336,336,239
"1122",0.05,0.0012,1122,336,336,239
"1123",0.1,0.0012,1123,336,336,239
"1124",0.15,0.0012,1124,336,336,239
"1125",0.2,0.0012,1125,337,337,239
"1126",0.25,0.0012,1126,335,336,239
"1127",0.3,0.0012,1127,337,337,239
"1128",0,0.0013,1128,316,246,220
"1129",0.05,0.0013,1129,316,246,220
"1130",0.1,0.0013,1130,315,246,220
"1131",0.15,0.0013,1131,316,245,220
"1132",0.2,0.0013,1132,318,244,220
"1133",0.25,0.0013,1133,271,246,220
"1134",0.3,0.0013,1134,321,244,220
"1135",0,0.0014,1135,300,300,204
"1136",0.05,0.0014,1136,300,300,204
"1137",0.1,0.0014,1137,300,300,204
"1138",0.15,0.0014,1138,300,300,204
"1139",0.2,0.0014,1139,301,300,204
"1140",0.25,0.0014,1140,301,300,204
"1141",0.3,0.0014,1141,303,302,204
"1142",0,0.0015,1142,293,212,190
"1143",0.05,0.0015,1143,294,211,190
"1144",0.1,0.0015,1144,293,211,190
"1145",0.15,0.0015,1145,110,213,190
"1146",0.2,0.0015,1146,293,211,190
"1147",0.25,0.0015,1147,104,298,190
"1148",0.3,0.0015,1148,296,209,190
"1149",0,0.0016,1149,268,270,180
"1150",0.05,0.0016,1150,268,270,180
"1151",0.1,0.0016,1151,268,269,180
"1152",0.15,0.0016,1152,267,270,180
"1153",0.2,0.0016,1153,268,270,180
"1154",0.25,0.0016,1154,269,270,180
"1155",0.3,0.0016,1155,267,268,180
"1156",0,6e-04,1156,582,593,476
"1157",0.05,6e-04,1157,582,594,476
"1158",0.1,6e-04,1158,552,593,476
"1159",0.15,6e-04,1159,584,590,476
"1160",0.2,6e-04,1160,584,592,476
"1161",0.25,6e-04,1161,552,594,476
"1162",0.3,6e-04,1162,552,598,476
"1163",0,7e-04,1163,514,516,409
"1164",0.05,7e-04,1164,514,516,409
"1165",0.1,7e-04,1165,514,517,409
"1166",0.15,7e-04,1166,515,517,409
"1167",0.2,7e-04,1167,514,518,409
"1168",0.25,7e-04,1168,599,516,409
"1169",0.3,7e-04,1169,516,517,409
"1170",0,8e-04,1170,472,473,357
"1171",0.05,8e-04,1171,472,473,357
"1172",0.1,8e-04,1172,472,474,357
"1173",0.15,8e-04,1173,471,388,357
"1174",0.2,8e-04,1174,472,474,357
"1175",0.25,8e-04,1175,473,474,357
"1176",0.3,8e-04,1176,472,474,357
"1177",0,9e-04,1177,423,352,318
"1178",0.05,9e-04,1178,423,352,318
"1179",0.1,9e-04,1179,422,352,318
"1180",0.15,9e-04,1180,420,352,318
"1181",0.2,9e-04,1181,377,351,318
"1182",0.25,9e-04,1182,425,349,318
"1183",0.3,9e-04,1183,424,353,318
"1184",0,0.001,1184,393,317,285
"1185",0.05,0.001,1185,393,317,285
"1186",0.1,0.001,1186,396,317,285
"1187",0.15,0.001,1187,342,314,285
"1188",0.2,0.001,1188,395,316,285
"1189",0.25,0.001,1189,393,317,285
"1190",0.3,0.001,1190,342,313,285
"1191",0,0.0011,1191,367,368,260
"1192",0.05,0.0011,1192,368,368,260
"1193",0.1,0.0011,1193,367,368,260
"1194",0.15,0.0011,1194,368,368,260
"1195",0.2,0.0011,1195,368,369,260
"1196",0.25,0.0011,1196,370,369,260
"1197",0.3,0.0011,1197,371,368,260
"1198",0,0.0012,1198,336,336,239
"1199",0.05,0.0012,1199,336,336,239
"1200",0.1,0.0012,1200,336,336,239
"1201",0.15,0.0012,1201,336,336,239
"1202",0.2,0.0012,1202,337,336,239
"1203",0.25,0.0012,1203,337,337,239
"1204",0.3,0.0012,1204,339,336,239
"1205",0,0.0013,1205,316,246,220
"1206",0.05,0.0013,1206,316,246,220
"1207",0.1,0.0013,1207,316,247,220
"1208",0.15,0.0013,1208,271,246,220
"1209",0.2,0.0013,1209,271,243,220
"1210",0.25,0.0013,1210,271,246,220
"1211",0.3,0.0013,1211,316,247,220
"1212",0,0.0014,1212,300,300,204
"1213",0.05,0.0014,1213,300,300,204
"1214",0.1,0.0014,1214,300,300,204
"1215",0.15,0.0014,1215,300,300,204
"1216",0.2,0.0014,1216,301,300,204
"1217",0.25,0.0014,1217,300,300,204
"1218",0.3,0.0014,1218,301,300,204
"1219",0,0.0015,1219,293,212,190
"1220",0.05,0.0015,1220,293,212,190
"1221",0.1,0.0015,1221,106,212,190
"1222",0.15,0.0015,1222,293,212,190
"1223",0.2,0.0015,1223,102,210,190
"1224",0.25,0.0015,1224,236,211,190
"1225",0.3,0.0015,1225,239,211,190
"1226",0,0.0016,1226,268,270,180
"1227",0.05,0.0016,1227,267,269,180
"1228",0.1,0.0016,1228,268,270,180
"1229",0.15,0.0016,1229,268,269,180
"1230",0.2,0.0016,1230,268,270,180
"1231",0.25,0.0016,1231,269,270,180
"1232",0.3,0.0016,1232,268,276,180
"1233",0,6e-04,1233,582,593,476
"1234",0.05,6e-04,1234,582,593,476
"1235",0.1,6e-04,1235,582,595,476
"1236",0.15,6e-04,1236,583,587,476
"1237",0.2,6e-04,1237,584,589,476
"1238",0.25,6e-04,1238,587,591,476
"1239",0.3,6e-04,1239,582,590,476
"1240",0,7e-04,1240,514,516,409
"1241",0.05,7e-04,1241,514,516,409
"1242",0.1,7e-04,1242,515,515,409
"1243",0.15,7e-04,1243,514,516,409
"1244",0.2,7e-04,1244,515,517,409
"1245",0.25,7e-04,1245,515,514,409
"1246",0.3,7e-04,1246,514,517,409
"1247",0,8e-04,1247,472,473,357
"1248",0.05,8e-04,1248,472,473,357
"1249",0.1,8e-04,1249,473,474,357
"1250",0.15,8e-04,1250,473,474,357
"1251",0.2,8e-04,1251,472,474,357
"1252",0.25,8e-04,1252,473,474,357
"1253",0.3,8e-04,1253,472,474,357
"1254",0,9e-04,1254,423,352,318
"1255",0.05,9e-04,1255,425,352,318
"1256",0.1,9e-04,1256,428,352,318
"1257",0.15,9e-04,1257,377,352,318
"1258",0.2,9e-04,1258,422,353,318
"1259",0.25,9e-04,1259,423,352,318
"1260",0.3,9e-04,1260,432,353,318
"1261",0,0.001,1261,393,317,285
"1262",0.05,0.001,1262,342,317,285
"1263",0.1,0.001,1263,394,317,285
"1264",0.15,0.001,1264,342,317,285
"1265",0.2,0.001,1265,390,317,285
"1266",0.25,0.001,1266,387,315,285
"1267",0.3,0.001,1267,341,312,285
"1268",0,0.0011,1268,367,368,260
"1269",0.05,0.0011,1269,367,368,260
"1270",0.1,0.0011,1270,367,368,260
"1271",0.15,0.0011,1271,367,369,260
"1272",0.2,0.0011,1272,369,369,260
"1273",0.25,0.0011,1273,371,368,260
"1274",0.3,0.0011,1274,370,370,260
"1275",0,0.0012,1275,336,336,239
"1276",0.05,0.0012,1276,336,336,239
"1277",0.1,0.0012,1277,336,336,239
"1278",0.15,0.0012,1278,336,336,239
"1279",0.2,0.0012,1279,336,336,239
"1280",0.25,0.0012,1280,337,337,239
"1281",0.3,0.0012,1281,337,336,239
"1282",0,0.0013,1282,316,246,220
"1283",0.05,0.0013,1283,271,246,220
"1284",0.1,0.0013,1284,316,245,220
"1285",0.15,0.0013,1285,317,247,220
"1286",0.2,0.0013,1286,271,247,220
"1287",0.25,0.0013,1287,315,247,220
"1288",0.3,0.0013,1288,270,246,220
"1289",0,0.0014,1289,300,300,204
"1290",0.05,0.0014,1290,300,300,204
"1291",0.1,0.0014,1291,300,300,204
"1292",0.15,0.0014,1292,300,300,204
"1293",0.2,0.0014,1293,300,301,204
"1294",0.25,0.0014,1294,302,301,204
"1295",0.3,0.0014,1295,301,301,204
"1296",0,0.0015,1296,293,212,190
"1297",0.05,0.0015,1297,293,211,190
"1298",0.1,0.0015,1298,106,212,190
"1299",0.15,0.0015,1299,293,211,190
"1300",0.2,0.0015,1300,236,211,190
"1301",0.25,0.0015,1301,236,298,190
"1302",0.3,0.0015,1302,237,213,190
"1303",0,0.0016,1303,268,270,180
"1304",0.05,0.0016,1304,268,270,180
"1305",0.1,0.0016,1305,268,270,180
"1306",0.15,0.0016,1306,269,269,180
"1307",0.2,0.0016,1307,268,269,180
"1308",0.25,0.0016,1308,270,269,180
"1309",0.3,0.0016,1309,269,270,180
"1310",0,6e-04,1310,582,593,476
"1311",0.05,6e-04,1311,582,592,476
"1312",0.1,6e-04,1312,552,597,476
"1313",0.15,6e-04,1313,582,592,476
"1314",0.2,6e-04,1314,552,599,476
"1315",0.25,6e-04,1315,584,590,476
"1316",0.3,6e-04,1316,585,587,476
"1317",0,7e-04,1317,514,516,409
"1318",0.05,7e-04,1318,514,516,409
"1319",0.1,7e-04,1319,514,517,409
"1320",0.15,7e-04,1320,514,516,409
"1321",0.2,7e-04,1321,514,516,409
"1322",0.25,7e-04,1322,516,517,409
"1323",0.3,7e-04,1323,599,524,409
"1324",0,8e-04,1324,472,473,357
"1325",0.05,8e-04,1325,471,473,357
"1326",0.1,8e-04,1326,472,389,357
"1327",0.15,8e-04,1327,473,473,357
"1328",0.2,8e-04,1328,471,474,357
"1329",0.25,8e-04,1329,476,388,357
"1330",0.3,8e-04,1330,472,473,357
"1331",0,9e-04,1331,423,352,318
"1332",0.05,9e-04,1332,422,352,318
"1333",0.1,9e-04,1333,424,352,318
"1334",0.15,9e-04,1334,422,352,318
"1335",0.2,9e-04,1335,423,352,318
"1336",0.25,9e-04,1336,376,352,318
"1337",0.3,9e-04,1337,431,352,318
"1338",0,0.001,1338,393,317,285
"1339",0.05,0.001,1339,393,317,285
"1340",0.1,0.001,1340,342,317,285
"1341",0.15,0.001,1341,396,317,285
"1342",0.2,0.001,1342,396,316,285
"1343",0.25,0.001,1343,341,317,285
"1344",0.3,0.001,1344,393,318,285
"1345",0,0.0011,1345,367,368,260
"1346",0.05,0.0011,1346,367,368,260
"1347",0.1,0.0011,1347,367,368,260
"1348",0.15,0.0011,1348,367,368,260
"1349",0.2,0.0011,1349,372,369,260
"1350",0.25,0.0011,1350,367,368,260
"1351",0.3,0.0011,1351,371,370,260
"1352",0,0.0012,1352,336,336,239
"1353",0.05,0.0012,1353,336,336,239
"1354",0.1,0.0012,1354,336,336,239
"1355",0.15,0.0012,1355,336,336,239
"1356",0.2,0.0012,1356,337,337,239
"1357",0.25,0.0012,1357,336,337,239
"1358",0.3,0.0012,1358,337,338,239
"1359",0,0.0013,1359,316,246,220
